time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lastKnownUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2017-04-22 15:15:52.183 UTC, ,125,3157909,824,11944,112, ,3, ,14,3,0.21, , , , , , , ,3,3, ,2, ,2,1,5, ,11,5, , , , , , , , , , , , , ,2803,3, ,2086, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1492874151689,3145728, , , ,13, , , ,3, , , ,3, , , , ,13,1,2048,1, , , , ,104448,24, , , , , , , , , , ,22795248,-1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-04-22 15:15:52.525 UTC, ,125,3157797,824,11944, , ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2803,3, ,2086, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1492874151689,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,1,13,13876224,-1, , , , , , ,10000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10000, , , , , , , , , , , , , , , , , , , , , , , 
2017-04-22 15:16:36.200 UTC, ,125,3156733,696,10800,80, ,3, ,13,3,0.23, , , , , , , ,3,3, ,2, ,2,1,5, ,10,4, , , , , , , , , , , , , ,2803,3, ,2086, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1492874195658,3145728, , , ,12, , , ,3, , , ,3, , , , ,12,1,2048,1, , , , ,102400,23, , , , , , , , , , ,22792488,-1, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-04-22 15:16:36.564 UTC, ,125,3157797,824,11944, , ,3, ,1, , , , , , , , , ,3,3, , , ,2,1,5, ,1,1, , , , , , , , , , , , , ,2803,3, ,2086, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1492874195658,3145728, , , ,1, , , , , , , ,3, , , , ,1,1, , , , , , ,2048,1, , , , , , , , ,1,8,14205440,-1, , , , , , ,10001, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10000, , , , , , , , , , , , , , , , , , , , , , , 
2017-04-22 15:17:39.517 UTC, ,125,3156653,696,10800, , ,3, ,12,3,0.25, , , , , , , ,3,3, ,2, ,2,1,5, ,9,3, , , , , , , , , , , , , ,2803,3, ,2086, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1492874259028,3145728, , , ,11, , , ,2, , , ,3, , , , ,11, ,2048,1, , , , ,98304,21, , , , , , , , , , ,22851824,-1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-04-22 15:17:39.905 UTC, ,125,3157797,824,11944, , ,3, ,2, , , , , , , , , ,3,3, , , ,2,1,5, ,2,2, , , , , , , , , , , , , ,2803,3, ,2086, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1492874259028,3145728, , , ,2, , , ,1, , , ,3, , , , ,2,1, , , , , , ,6144,3, , , , , , , , ,1,9,14197176,-1, , , , , , ,10003, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10000, , , , , , , , , , , , , , , , , , , , , , , 
2017-04-22 15:18:38.646 UTC, ,125,3156653,696,10800, , ,3, ,12,3,0.25, , , , , , , ,3,3, ,2, ,2,1,5, ,9,3, , , , , , , , , , , , , ,2803,3, ,2086, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1492874318125,3145728, , , ,11, , , ,2, , , ,3, , , , ,11, ,2048,1, , , , ,98304,21, , , , , , , , , , ,22792576,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-04-22 15:18:39.036 UTC, ,125,3157797,824,11944, , ,3, ,2, , , , , , , , , ,3,3, , , ,2,1,5, ,2,2, , , , , , , , , , , , , ,2803,3, ,2086, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1492874318125,3145728, , , ,2, , , ,1, , , ,3, , , , ,2,1, , , , , , ,6144,3, , , , , , , , ,1,9,14171824,-1, , , , , , ,10002, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10000, , , , , , , , , , , , , , , , , , , , , , , 
2017-04-22 15:24:00.140 UTC, ,125,3156733,696,10800,80, ,3, ,13,3,0.23, , , , , , , ,3,3, ,2, ,2,1,5, ,10,4, , , , , , , , , , , , , ,2803,3, ,2086, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1492874639621,3145728, , , ,12, , , ,3, , , ,3, , , , ,12,1,2048,1, , , , ,102400,23, , , , , , , , , , ,22797760,-1, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-04-22 15:24:00.468 UTC, ,125,3157797,824,11944, , ,3, ,1, , , , , , , , , ,3,3, , , ,2,1,5, ,1,1, , , , , , , , , , , , , ,2803,3, ,2086, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1492874639621,3145728, , , ,1, , , , , , , ,3, , , , ,1,1, , , , , , ,2048,1, , , , , , , , ,1,10,14830376,-1, , , , , , ,10001, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10000, , , , , , , , , , , , , , , , , , , , , , , 
